fecha,autor,titulo,enlace,fuente_original,enlace_original
2021-06-16,Jagual Media,Investigarán el alza en el costo de la insulina,https://jayfonseca.com/investigaran-el-alza-en-el-costo-de-la-insulina/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-16,Jagual Media,"Precios del petróleo llegan a $72 en Estados Unidos, el precio más alto en años",https://jayfonseca.com/precios-del-petroleo-llegan-a-72-en-estados-unidos-el-precio-mas-alto-en-anos/,CNBC,https://www.cnbc.com/quotes/@CL.1
2021-06-16,Yennifer Álvarez,Luma Energy informa investigación sobre explosión en Monacillos pudiera tardar mínimo un mes más,https://jayfonseca.com/luma-energy-informa-investigacion-sobre-explosion-en-monacillos-pudiera-tardar-minimo-un-mes-mas/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-16,Jagual Media,Recursos Humanos con Calle: Terminaciones de empleo,https://jayfonseca.com/recursos-humanos-con-calle-terminaciones-de-empleo/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-16,Jagual Media,Pierluisi restituye feriados del 25 y 27 de julio,https://jayfonseca.com/pierluisi-restituye-feriados-del-25-y-27-de-julio/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-16,Yennifer Álvarez,"Prepárese para posibles apagones de 7 a 10 p.m., anuncia LUMA Energy",https://jayfonseca.com/preparese-para-posibles-apagones-de-7-a-10-p-m-anuncia-luma-energy/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-16,Jagual Media,"Rentar un carro está bien caro, el precio de venta también ha subido",https://jayfonseca.com/rentar-un-carro-esta-bien-caro-el-precio-de-venta-tambien-ha-subido/,El Vocero,https://www.elvocero.com/economia/aumenta-el-precio-de-venta-y-alquiler-de-autos/article_768ba4b6-ce50-11eb-b685-c3e835d10254.html
2021-06-16,Yennifer Álvarez,Tribunal desestima petición de Proyecto Dignidad para tener representación en todas las oficinas de la CEE,https://jayfonseca.com/tribunal-desestima-peticion-de-proyecto-dignidad-para-tener-representacion-en-todas-las-oficinas-de-la-cee/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-16,Yennifer Álvarez,Sin mecanismo para presentar reclamaciones clientes con enseres dañados por apagones,https://jayfonseca.com/sin-mecanismo-para-presentar-reclamaciones-clientes-con-enseres-danados-por-apagones/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-16,Yennifer Álvarez,Tribunal deniega a imputado de matar a un perro en campo de golf representarse por derecho propio,https://jayfonseca.com/imputado-de-matar-a-un-perro-en-campo-de-golf-quiere-representarse-por-derecho-propio/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-16,Jagual Media,Preocupa la escasez de productos en la Isla,https://jayfonseca.com/preocupa-la-escasez-de-productos-en-la-isla/,El Nuevo DíaJay y sus Rayos X,https://www.elnuevodia.com/negocios/empresas-comercios/notas/preocupa-que-surja-una-escasez-de-productos-en-la-isla/https://www.telemundopr.com/programas/jay-y-sus-rayos-x/es-inevitable-siguen-en-aumento-los-precios-de-los-alimentos/2225821/
2021-06-16,Jay Fonseca,Escucha las noticias más importantes de hoy,https://jayfonseca.com/escucha-las-noticias-mas-importantes-de-hoy-198/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-16,Elizabeth Robaina,El tiempo: 16 de junio de 2021,https://jayfonseca.com/el-tiempo-16-de-junio-de-2021/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-15,Yennifer Álvarez,Vermont se convierte en el primer estado en lograr 80% de población elegible vacunada,https://jayfonseca.com/vermont-se-convierte-en-el-primer-estado-en-lograr-80-de-poblacion-elegible-vacunada/,Axios,https://www.axios.com/vermont-vaccines-80-percent-45077b47-0d5a-450c-acc6-81d13dd77f65.html
2021-06-15,Jagual Media,Galleros llegan al Supremo federal para evitar prohibición de peleas en la Isla,https://jayfonseca.com/galleros-llegan-al-supremo-federal-para-evitar-prohibicion-de-peleas-en-la-isla/,El Nuevo Día,https://www.elnuevodia.com/noticias/tribunales/notas/galleros-de-puerto-rico-acuden-al-tribunal-supremo-de-estados-unidos/
2021-06-15,Jagual Media,Nulo el reglamento de permisos de Puerto Rico,https://jayfonseca.com/nulo-el-reglamento-de-permisos-de-puerto-rico/,El Nuevo Día,https://www.elnuevodia.com/negocios/economia/notas/reves-del-alto-foro-al-reglamento-de-permisos-2020/
2021-06-15,Jagual Media,"Ley de Retiro Digno no va, dice la Junta Fiscal",https://jayfonseca.com/ley-de-retiro-digno-no-va-dice-la-junta-fiscal/,El Nuevo Día,https://www.elnuevodia.com/corresponsalias/washington-dc/notas/natalie-jaresko-dice-que-la-ley-de-retiro-digno-viola-la-ley-promesa-y-buscaran-evitar-su-implementacion/
2021-06-15,Jagual Media,Gobierno no tiene manera de certificar que Luma tiene los celadores que dice,https://jayfonseca.com/gobierno-no-tiene-manera-de-certificar-que-luma-tiene-los-celadores-que-dice/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-15,Jagual Media,"Incendio en Monacillos fue una “falla técnica”, según Secretario de Seguridad Pública y director de la AEE",https://jayfonseca.com/incendio-en-monacillos-fue-una-falla-tecnica-segun-secretario-de-seguridad-publica-y-director-de-la-aee/,Primera Hora,https://www.primerahora.com/noticias/gobierno-politica/notas/aee-no-sabe-cuantos-empleados-de-la-corporacion-publica-estan-con-luma/
2021-06-15,Jagual Media,"34,429 estudiantes se matriculan en clases remediales de verano",https://jayfonseca.com/34429-estudiantes-se-matriculan-en-clases-remediales-de-verano/,Primera Hora,https://www.primerahora.com/noticias/puerto-rico/notas/unos-34429-estudiantes-comienzan-clases-de-verano/
2021-06-15,Jagual Media,Senado quiere saber razones por las que no se hace juicio rápido y se termina liberando más presos,https://jayfonseca.com/senado-quiere-saber-razones-por-las-que-no-se-hace-juicio-rapido-y-se-termina-liberando-mas-presos/,El Vocero,https://www.elvocero.com/gobierno/senado-va-tras-liberaci-n-por-habeas-corpus/article_9b8e40ae-cd81-11eb-a4ef-53be40105cd5.html
2021-06-15,Jagual Media,"Reportan 6 muertes por COVID-19, menos hospitalizaciones",https://jayfonseca.com/reportan-6-muertes-por-covid-19-menos-hospitalizaciones/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-15,Yennifer Álvarez,Mover pacientes fuera del área metro al Centro de Trauma puede tomar hasta seis horas,https://jayfonseca.com/mover-pacientes-fuera-del-area-metro-al-centro-de-trauma-puede-tomar-hasta-seis-horas/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-15,Yennifer Álvarez,Fuertes denuncias contra fiscal  Naylimar Arroyo y Policía de Aibonito,https://jayfonseca.com/fuertes-denuncias-contra-fiscal-naylimar-arroyo-y-policia-de-aibonito/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-15,Jagual Media,Empresarismo con Calle: Raincoat,https://jayfonseca.com/empresarismo-con-calle-raincoat/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-15,Jagual Media,Buscan diferencial del GILTI para que Puerto Rico pueda tener un repunte industrial,https://jayfonseca.com/buscan-diferencial-del-gilti-para-que-puerto-rico-pueda-tener-un-repunte-industrial/,El Nuevo Día,https://www.elnuevodia.com/corresponsalias/washington-dc/notas/tatito-hernandez-y-otros-legisladores-del-ppd-con-reuniones-en-washington-para-discutir-incentivos-y-medicaid/
2021-06-15,Jagual Media,Dos casas en San Sebastián se queman por cablería eléctrica y problemas de voltaje,https://jayfonseca.com/dos-casas-en-san-sebastian-se-queman-por-cableria-electrica-y-problemas-de-voltaje/,El Nuevo Día,https://www.elnuevodia.com/noticias/seguridad/notas/dos-casas-en-san-sebastian-sufren-danos-tras-quemarse-cableria-por-alto-voltaje/
2021-06-15,Jay Fonseca,Escucha las noticias más importantes de hoy,https://jayfonseca.com/escucha-las-noticias-mas-importantes-de-hoy-197/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-15,Elizabeth Robaina,El tiempo: 15 de junio de 2021,https://jayfonseca.com/el-tiempo-15-de-junio-de-2021/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-14,Jagual Media,Uber dará viajes gratis para vacunarse contra el COVID en Puerto Rico,https://jayfonseca.com/uber-dara-viajes-gratis-para-vacunarse-contra-el-covid-en-puerto-rico/,Metro ,https://www.metro.pr/pr/noticias/2021/06/13/uber-dara-viajes-gratis-para-vacunarse-contra-el-covid-en-puerto-rico.html
2021-06-14,Jagual Media,Segundo día sin reportar muertes por COVID-19 en Puerto Rico,https://jayfonseca.com/segundo-dia-sin-reportar-muertes-por-covid-19-en-puerto-rico/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-14,Jagual Media,"Más de 30,000 estudiantes inician hoy el verano para remediar clases; estudiantes del sur con clases virtuales porque no hay escuela que los reciba",https://jayfonseca.com/mas-de-30000-estudiantes-inician-hoy-el-verano-para-remediar-clases-estudiantes-del-sur-con-clases-virtuales-porque-no-hay-escuela-que-los-reciba/,Noticel,https://www.noticel.com/educacion/ahora/top-stories/20210614/inicia-hoy-el-verano-remediativo-mas-de-30000-estudiantes/
2021-06-14,Jagual Media,"Mueren reos, vienen arrestos en Corrección y drones entran drogas a cárceles",https://jayfonseca.com/mueren-reos-vienen-arrestos-en-correccion-y-drones-entran-drogas-a-carceles/,El Vocero,https://www.elvocero.com/noticia_rotary/article_070f0bd0-cca4-11eb-b0d8-27d02067027f.html
2021-06-14,Jagual Media,"Medida de perspectiva de género vuelve a trancarse, proponen “equidad de género” y prohibir “perspectiva”",https://jayfonseca.com/medida-de-perspectiva-de-genero-vuelve-a-trancarse-proponen-equidad-de-genero-y-prohibir-perspectiva/,El Nuevo Día,https://www.elnuevodia.com/noticias/legislatura/notas/persiste-el-tranque-en-la-camara-para-establecer-la-ensenanza-con-perspectiva-de-genero/
2021-06-14,Jagual Media,"Aprueban medida para embarazos subrogados para todos, pero no permite el pago",https://jayfonseca.com/aprueban-medida-para-embarazos-subrogados-para-todos-pero-no-permite-el-pago/,El Nuevo Día,https://www.elnuevodia.com/noticias/legislatura/notas/la-camara-da-paso-a-medida-que-permite-la-subrogacion-gestacional-como-una-alternativa-para-toda-persona/
2021-06-14,Jagual Media,Auditoría de la deuda no se discutirá en lo que queda sesión legislativa,https://jayfonseca.com/auditoria-de-la-deuda-no-se-discutira-en-lo-que-queda-sesion-legislativa/,El Vocero,https://www.elvocero.com/gobierno/legislatura/auditor-a-a-la-deuda-se-quedar-a-para-agosto/article_f2e5a844-ccad-11eb-b4d9-8f3276f2b6b3.html
2021-06-14,Jagual Media,Fiscales piden información sobre Ricardo Rosselló,https://jayfonseca.com/fiscales-piden-informacion-sobre-ricardo-rossello/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-14,Jagual Media,Trabajadores en el área metropolitana de Puerto Rico ganan un 43% menos que sus pares en EEUU,https://jayfonseca.com/trabajadores-en-el-area-metropolitana-de-puerto-rico-ganan-un-43-menos-que-sus-pares-en-eeuu/,News is My Business,https://newsismybusiness.com/workers-in-puerto-ricos-metro-area-make-43-less-than-us-mainland-peers/
2021-06-14,Jagual Media,Emigran las personas más educadas de Puerto Rico,https://jayfonseca.com/emigran-las-personas-mas-educadas-de-puerto-rico/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/fuga-de-cerebros-la-poblacion-puertorriquena-con-mayor-escolaridad-emigra-con-mas-frecuencia/
2021-06-14,Jagual Media,Vacuna de Novavax 90% eficiente,https://jayfonseca.com/vacuna-de-novavax-90-eficiente/,NY Times,https://www.nytimes.com/2021/06/14/health/covid-vaccine-novavax.html?referringSource=articleShare
2021-06-14,Jagual Media,Aumenta la compra de placas solares,https://jayfonseca.com/aumenta-la-compra-de-placas-solares/,Primera Hora,https://www.primerahora.com/noticias/puerto-rico/notas/nuevo-boom-en-venta-de-placas-solares/
2021-06-14,Jagual Media,"Alcaldes denuncian falta de energía, mientras LUMA dice 100% de restablecimiento se refiere a las líneas y no a los clientes",https://jayfonseca.com/alcaldes-denuncian-falta-de-energia-mientras-luma-dice-100-de-restablecimiento-se-refiere-a-las-lineas-y-no-a-los-clientes/,El Vocero,https://www.elvocero.com/gobierno/municipal/siguen-las-denuncias-por-falta-de-energ-a/article_05855e42-ccb6-11eb-8900-730302b08e2c.html
2021-06-14,Elizabeth Robaina,El tiempo: 14 de junio de 2021,https://jayfonseca.com/el-tiempo-14-de-junio-de-2021/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-14,Jay Fonseca,Escucha las noticias más importantes de hoy,https://jayfonseca.com/escucha-las-noticias-mas-importantes-de-hoy-196/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-14,Yennifer Álvarez,Empleados de LUMA Energy escogen a la UITICE como unión para que los represente,https://jayfonseca.com/empleados-de-luma-energy-escogen-a-la-uitice-como-union-para-que-los-represente/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-14,Yennifer Álvarez,Familiares denuncian posposiciones de vista preliminar contra asesino confeso de Andrea Ruiz Costas; radican querella ética contra juezas,https://jayfonseca.com/familiares-denuncian-posposiciones-de-vista-preliminar-contra-asesino-confeso-de-andrea-ruiz-costas-radican-querella-etica-contra-juezas/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-14,Yennifer Álvarez,Pierluisi alega la Cámara recortó presupuesto pero aumentó los fondos para gastar en la Legislatura,https://jayfonseca.com/pierluisi-alega-la-camara-recorto-presupuesto-pero-aumento-los-fondos-para-gastar-en-la-legislatura/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-14,Yennifer Álvarez,Justicia federal pide que se incluya el ELA en proyecto Velázquez-AOC; aclara Estadidad no sería inmediata en proyecto de Darren Soto,https://jayfonseca.com/justicia-federal-pide-que-se-incluya-el-ela-en-proyecto-velazquez-aoc-aclara-estadidad-no-seria-inmediata-en-proyecto-de-darren-soto/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-14,Yennifer Álvarez,Denuncian profanación de tumbas de figuras ilustres en el Viejo San Juan,https://jayfonseca.com/denuncian-profanacion-de-tumbas-de-figuras-ilustres-en-el-viejo-san-juan/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-14,Yennifer Álvarez,"Incendio en Monacillos fue una “falla técnica”, según Secretario de Seguridad Pública",https://jayfonseca.com/incendio-en-monacillos-fue-una-falla-tecnica-segun-secretario-de-seguridad-publica/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-14,Yennifer Álvarez,Zaragoza asegura que Pierluisi quiere revivir presupuesto que ya fue rechazado por la Junta,https://jayfonseca.com/zaragoza-asegura-que-pierluisi-quiere-revivir-presupuesto-que-ya-fue-rechazado-por-la-junta/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-13,Yennifer Álvarez,Familia de Andrea Ruiz Costas convoca manifestación en reclamo al Tribunal Supremo,https://jayfonseca.com/familia-de-andrea-ruiz-costas-convoca-manifestacion-en-reclamo-al-tribunal-supremo/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-12,Jagual Media,Abogados con Calle: Discrimen laboral por no vacunarse contra COVID-19,https://jayfonseca.com/abogados-con-calle-discrimen-laboral-por-no-vacunarse-contra-covid-19/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-11,Jagual Media,"Ricky Rosselló sigue con la abogada de Sixto George, exigen explique sus direcciones",https://jayfonseca.com/ricky-rossello-sigue-con-la-abogada-de-sixto-george-exigen-explique-sus-direcciones/,El Nuevo Día,https://www.elnuevodia.com/noticias/politica/notas/jueza-exige-que-se-precise-la-direccion-fisica-y-postal-del-exgobernador-ricardo-rossello-en-recurso-legal-presentado-por-su-abogada/
2021-06-11,Jagual Media,Iglesia pagará pensiones vendiendo joyas arquitectónicas de la arquidiócesis,https://jayfonseca.com/iglesia-pagara-pensiones-vendiendo-joyas-arquitectonicas-de-la-arquidiocesis/,El Nuevo Día,https://www.elnuevodia.com/negocios/banca-finanzas/notas/la-iglesia-catolica-pagara-las-pensiones-con-la-venta-del-seminario-y-el-palacio-arzobispal/
2021-06-11,Jagual Media,Pareja huye de tiroteo y se inserta en cuartel donde siguieron disparos,https://jayfonseca.com/pareja-huye-de-tiroteo-y-se-inserta-en-cuartel-donde-siguieron-disparos/,Primera Hora,https://www.primerahora.com/noticias/policia-tribunales/notas/se-registra-tiroteo-en-el-cuartel-de-la-policia-en-arroyo/
2021-06-11,Jagual Media,Rompe récord la venta de autos,https://jayfonseca.com/rompe-record-la-venta-de-autos/,El Vocero,https://www.elvocero.com/economia/rompe-r-cord-la-venta-de-autos/article_30b55ccc-ca52-11eb-9ffb-4ffbba4046c9.html
2021-06-11,Jay Fonseca,Pa juicio exjefa de Telecomunicaciones Sandra Torres,https://jayfonseca.com/pa-juicio-exjefa-de-telecomunicaciones-sandra-torres/,El Vocero,https://www.elvocero.com/ley-y-orden/va-a-juicio-la-exjefa-de-telecomunicaciones/article_7214a0f0-ca58-11eb-954f-b78c79d90e30.html
2021-06-11,Jagual Media,Cementerios quedándose sin espacio,https://jayfonseca.com/cementerios-quedandose-sin-espacio/,El Vocero,https://www.elvocero.com/noticia_rotary/article_11738052-ca69-11eb-85f0-a309870c321e.html
2021-06-11,Jagual Media,"LUMA asegura que tiene solo a 45 mil sin energía a las 7:30AM, hubo 800 mil ayer noche",https://jayfonseca.com/luma-asegura-que-tiene-solo-a-45-mil-sin-energia-a-las-730am-hubo-800-mil-ayer-noche/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/luma-energy-afirma-que-48000-abonados-siguen-sin-luz-tras-evento-en-monacillos/
2021-06-11,Jagual Media,"Aprobaron crédito por trabajo en el Senado, trabajadores que cobran 15 mil podrían subir hasta 22 mil con crédito por dependiente y trabajo",https://jayfonseca.com/aprobaron-credito-por-trabajo-en-el-senado-trabajadores-que-cobran-15-mil-podrian-subir-hasta-22-mil-con-credito-por-dependiente-y-trabajo/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/credito-por-trabajo-cual-sera-su-impacto-en-la-economia-y-en-la-poblacion/
2021-06-11,Jagual Media,EL CRIM va contra piscinas y mejoras en casas a buscar dinero,https://jayfonseca.com/el-crim-va-contra-piscinas-y-mejoras-en-casas-a-buscar-dinero/,El Nuevo Día,https://www.elnuevodia.com/negocios/economia/notas/el-crim-va-detras-de-las-piscinas-mejoras-y-las-propiedades-no-inscritas/
2021-06-11,Jagual Media,"Salud informa 4 muertes por Covid, menos hospitalizados",https://jayfonseca.com/salud-informa-4-muertes-por-covid-menos-hospitalizados/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/salud-reporta-cuatro-nuevas-muertes-por-covid-19-2/
2021-06-11,Elizabeth Robaina,El tiempo: 11 de junio de 2021,https://jayfonseca.com/el-tiempo-11-de-junio-de-2021/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-11,Jay Fonseca,Escucha las noticias más importantes de hoy,https://jayfonseca.com/escucha-las-noticias-mas-importantes-de-hoy-195/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-11,Yennifer Álvarez,"LUMA informa 36 mil clientes continúan sin luz, estiman servicio podrá restablecerse a las 6:00 p.m.",https://jayfonseca.com/luma-informa-36-mil-clientes-continuan-sin-luz-desconocen-las-causas-de-la-explosion/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-11,Yennifer Álvarez,Calcula cuánto dinero te toca por el crédito por trabajo federal,https://jayfonseca.com/calcula-aqui-cuanto-dinero-te-toca-por-el-credito-por-trabajo-federal/,Puedes calcular cuánto crédito por trabajo recibirías aquí,https://app.powerbi.com/view?r=eyJrIjoiMDM1NmFhZTMtZjk1MS00ZTMxLTkwM2YtMzQ4ODk2NDRlYmI5IiwidCI6IjRjYjY3NTUwLTkzMmYtNGUzMS05MmM5LTQxYzNjNjlkMDEzMSIsImMiOjZ9&pageName=ReportSection
2021-06-11,Yennifer Álvarez,No causa contra Wandymar Burgos por violación ética; pendiente otro cargo por obstrucción a la justicia,https://jayfonseca.com/no-causa-contra-wandymar-burgos-por-violacion-etica-pendiente-otro-cargo-por-obstruccion-a-la-justicia/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-11,Yennifer Álvarez,Luma Energy extiende estimado de restablecimiento del servicio eléctrico para las 8 p.m.,https://jayfonseca.com/luma-energy-extiende-estimado-de-restablecimiento-del-servicio-electrico-para-las-8-p-m/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-11,Elizabeth Robaina,El pronóstico del wikén: 10-13 de junio de 2021,https://jayfonseca.com/el-clima-del-wiken-10-13-de-junio-de-2021/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-11,Yennifer Álvarez,A 24 horas de la explosión se desconoce su causa; ex director de la AEE apunta a  una avería,https://jayfonseca.com/a-24-horas-de-la-explosion-se-desconoce-su-causa-ex-director-de-la-aee-apunta-a-una-averia/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-10,Jagual Media,Arzobispado de San Juan vende parte de su patrimonio,https://jayfonseca.com/arzobispado-de-san-juan-vende-parte-de-su-patrimonio/,El Nuevo Día,https://www.elnuevodia.com/negocios/economia/notas/el-arzobispado-de-san-juan-vende-dos-joyas-historicas-por-8-millones/
2021-06-10,Jagual Media,En pañales la reconstrucción de planteles escolares en el sur,https://jayfonseca.com/en-panales-la-reconstruccion-de-planteles-escolares-en-el-sur/,Primera HoraEl Nuevo Día,https://www.primerahora.com/noticias/gobierno-politica/notas/a-paso-de-tortuga-la-reconstruccion-de-escuelas-en-el-sur/https://www.elnuevodia.com/noticias/locales/notas/asignan-sobre-195-millones-para-reparar-las-columnas-cortas-de-684-escuelas-publicas/
2021-06-10,Jagual Media,En peligro el Centro de Diabetes,https://jayfonseca.com/en-peligro-el-centro-de-diabetes/,Noticel,https://www.noticel.com/ahora/top-stories/20210610/centro-de-diabetes-necesita-2-millones-para-seguir-vivo/
2021-06-10,Jagual Media,Senado irá por encima del veto del gobernador en proyecto que convertiría a LUMA Energy en patrono sucesor,https://jayfonseca.com/senado-ira-por-encima-del-veto-del-gobernador-en-proyecto-que-convertiria-a-luma-energy-en-patrono-sucesor/,El Vocero,https://www.elvocero.com/noticia_rotary/article_7a05aab4-c997-11eb-8715-fb5b5ed60b72.html
2021-06-10,Jagual Media,Pierluisi aprueba proyecto de retiro digno,https://jayfonseca.com/pierluisi-aprueba-proyecto-de-retiro-digno/,El Vocero,https://www.elvocero.com/gobierno/gobernador-firma-el-proyecto-que-crea-la-ley-para-un-retiro-digno/article_50d94aa6-c933-11eb-985f-4b12b2a370d0.html
2021-06-10,Elizabeth Robaina,El tiempo: 10 de junio de 2021,https://jayfonseca.com/el-tiempo-10-de-junio-de-2021/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-10,Jagual Media,Se defiende Luma Energy de señalamientos por fallas eléctricas,https://jayfonseca.com/se-defiende-luma-energy-de-senalamientos-por-fallas-electricas/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/luma-energy-da-sus-razones-para-las-fallas-en-la-red-electrica/
2021-06-10,Jagual Media,Kathy Erazo no sabe por qué firmó acuerdo de inmunidad en caso contra exjefa del Negociado de Telecomunicaciones,https://jayfonseca.com/kathy-erazo-no-sabe-por-que-firmo-acuerdo-de-inmunidad-en-caso-contra-exjefa-del-negociado-de-telecomunicaciones/,El Nuevo DíaNoticel,https://www.elnuevodia.com/noticias/tribunales/notas/katherine-erazo-garcia-no-vincula-a-sandra-torres-con-las-actividades-de-recaudacion-del-pnp-durante-horas-laborables/https://www.noticel.com/tribunales/ahora/top-stories/20210610/ni-kathy-erazo-sabe-por-que-le-concedieron-inmunidad/
2021-06-10,Jay Fonseca,Escucha la noticias más importantes de hoy,https://jayfonseca.com/escucha-la-noticias-mas-importantes-de-hoy/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-10,Jagual Media,Rentas Internas Federal detrás de millonarios huyendo a Puerto Rico para evadir impuestos,https://jayfonseca.com/rentas-internas-federal-detras-de-millonarios-huyendo-a-puerto-rico-para-evadir-impuestos/,Bloomberg,https://www.bloomberg.com/news/articles/2021-06-03/ultrarich-fleeing-to-puerto-rico-come-under-irs-s-watchful-glare
2021-06-10,Yennifer Álvarez,"Si ganas el mínimo federal recibirás un incentivo federal por trabajar de $1,500",https://jayfonseca.com/si-ganas-el-minimo-federal-recibiras-un-incentivo-federal-por-trabajar-de-1500/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-10,Yennifer Álvarez,Policía asesinado en Ponce se retiraba en 18 días,https://jayfonseca.com/policia-motorizado-asesinado-hoy-se-retiraba-en-18-dias/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-10,Yennifer Álvarez,LUMA Energy alega ataque cibernético contra sus plataformas de servicio al cliente,https://jayfonseca.com/luma-energy-alega-ataque-cibernetico-contra-sus-plataformas-de-servicio-al-cliente/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-10,Yennifer Álvarez,Causa para juicio contra expresidenta de Telecomunicaciones,https://jayfonseca.com/causa-para-juicio-contra-expresidenta-de-telecomunicaciones/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-10,Yennifer Álvarez,Luma Energy informa servicio de energía eléctrica será restablecido dentro de 6 a 8 horas,https://jayfonseca.com/luma-energy-informa-servicio-de-energia-electrica-sera-restablecido-dentro-de-6-a-8-horas/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2021-06-10,Jagual Media,Disminuyen las hospitalizaciones por Covid-19,https://jayfonseca.com/disminuyen-las-hospitalizaciones-por-covid-19-7/,El Vocero,https://www.elvocero.com/noticia_rotary/article_94923aee-c9d5-11eb-97ac-97099229962a.html
2021-06-09,Jagual Media,Crisis en el Centro de Trauma de Centro Médico,https://jayfonseca.com/crisis-en-el-centro-de-trauma-de-centro-medico/,Telemundo PREl Nuevo Día,https://www.telemundopr.com/programas/jay-y-sus-rayos-x/el-centro-de-trauma-la-epidemia-olvidada/2223164/https://www.elnuevodia.com/noticias/locales/notas/detallan-plan-para-atender-a-pacientes-ante-cierre-del-programa-de-neurocirugia/
2021-06-09,Jagual Media,Pierluisi defiende expresiones de Secretaria de la Gobernación sobre cierre de recintos de la UPR,https://jayfonseca.com/pierluisi-defiende-expresiones-de-secretaria-de-la-gobernacion-sobre-cierre-de-recintos-de-la-upr/,El Vocero,https://www.elvocero.com/gobierno/gobernador-defiende-las-expresiones-de-su-secretaria-sobre-vender-recintos-de-la-upr/article_5eca2ace-c882-11eb-a965-433ab5c09e2c.html
2021-06-09,Jagual Media,Comienza hoy vista preliminar contra exjefa del Negociado de Telecomunicaciones,https://jayfonseca.com/comienza-hoy-vista-preliminar-contra-exjefa-del-negociado-de-telecomunicaciones/,Noticel,https://www.noticel.com/tribunales/ahora/gobierno/top-stories/20210609/incertidumbre-en-la-prueba-en-contra-de-exjefa-de-telecomunicaciones/
2021-06-09,Jagual Media,"Keleher se declara culpable y enfrentaría 6 meses de cárcel, defensa dice que ella está deseosa de hablar, pero no coopera con autoridades",https://jayfonseca.com/keleher-se-declara-culpable-y-enfrentaria-6-meses-de-carcel-defensa-dice-que-ella-esta-deseosa-de-hablar-pero-no-coopera-con-autoridades/,Jayfonseca.comJayfonseca.com,https://jayfonseca.com/keleher-se-declara-culpable-y-sera-sentencia-el-7-de-septiembre/https://jayfonseca.com/keleher-esta-ansiosa-de-explicar-por-que-se-declaro-culpable/
2021-06-09,Jagual Media,Procuradora de la Mujer busca ser jueza cuando acabe su nominación,https://jayfonseca.com/procuradora-de-la-mujer-busca-ser-jueza-cuando-acabe-su-nominacion/,Jayfonseca.com,https://jayfonseca.com/procuradora-de-la-mujer-busca-ser-jueza/
